exec_id,cl_ord_id,symbol,side,fill_qty,fill_price,transact_time,venue
62d4864d-413e-48d3-ac65-fad4cd38ef85,2f9cd056-73a3-48f3-b6ad-ad916e2d3d20,SPY,2,500,450.52,2026-02-17 09:59:29.169000,CBOE
064391bc-feff-42f3-93d2-7f301217033a,82c0318a-7c6f-4d2b-8cc9-98440b1bea33,SPY,2,100,450.4,2026-02-17 09:59:44.126000,ARCA
5ddd293f-3432-4d91-8359-f6de2dba5353,37787412-c53c-4dfb-a620-bc424e39725f,TSLA,1,100,249.5,2026-02-17 10:00:15.157000,NYSE
a35badd1-f281-4890-ad2e-42df7a0c00a3,13aa7bd4-7833-4f4e-a4c4-fe3a45cebd69,MSFT,1,2500,373.64,2026-02-17 10:01:20.111000,NYSE
351e34c0-df6a-4415-92f3-d64e57c2a994,c52e27c4-e46a-458e-8253-5116baf71f18,AAPL,1,100,175.62,2026-02-17 10:01:35.080000,CBOE
258e47ba-7dbe-4489-b64a-9e5eec9b62b8,624a5ea1-1244-4c38-abd8-3a63a5afc2d8,MSFT,2,1000,375.39,2026-02-17 10:02:11.042000,NASDAQ
9d13af35-8573-4f03-a437-454286a0713a,e584ae5e-811c-4393-861b-bd5a5b477651,MSFT,2,200,376.29,2026-02-17 10:02:19.030000,CBOE
bcd46334-5962-4e11-a182-060bb0842d59,e324b8e9-767f-48b5-9a13-09c72a686d9a,AMZN,2,200,175.81,2026-02-17 10:02:30.420000,NYSE
aaa13b71-a15e-43d3-9c69-718685397961,b90d1fc9-31b6-4059-9ef8-fb85c37053ba,MSFT,1,2500,374.36,2026-02-17 10:02:58.472000,NYSE
48a68d05-e558-4f27-bf01-520ecb419213,4b872801-a608-4db5-ba50-78b261906960,TSLA,1,2500,249.91,2026-02-17 10:03:04.497000,ARCA
d7197e1c-ca4c-416f-ab0e-504bd553d7c5,824188a2-7196-45ab-9e76-7c5457e88e3b,AMZN,2,100,175.17,2026-02-17 10:03:26.292000,ARCA
54b6db97-b1f8-47f3-ad4d-279c6b4f9076,1a5792c8-5b17-4cca-b53b-7744af1b6c5b,QQQ,2,500,381.08,2026-02-17 10:03:36.242000,NASDAQ
85a1f207-71f3-4681-8fb6-7a55851cb537,0c30c300-6ec4-4799-b7f8-8e9d27aef524,TSLA,2,1000,249.65,2026-02-17 10:03:47.394000,NYSE
55e4c327-aef4-45c2-bd00-1db417285687,a336d6b2-33ed-4f69-8a10-de66973d02ed,MSFT,2,500,374.07,2026-02-17 10:04:26.076000,CBOE
f72878f5-9cd6-4bb2-9f38-575341f7326f,1c6f9c35-1ac4-4a32-8e68-51f7f8b82603,META,1,1000,502.26,2026-02-17 10:04:56.046000,ARCA
ac03c345-3223-43c9-a1fd-c3af7d043fb4,100db8a1-3cb8-498c-ba5c-cee4e6c4da40,TSLA,1,1000,248.89,2026-02-17 10:05:05.242000,NYSE
7dbe14af-f2fb-467e-a3e7-69ef0cf8b934,810298d5-ea71-4313-a6fc-4570c2e366b8,TSLA,2,1000,249.44,2026-02-17 10:05:12.494000,NASDAQ
f014c8c2-6a8f-4f97-9e46-a44ee616c38c,215e994e-9618-4929-a479-c2428a5c6801,AMZN,1,1000,175.1,2026-02-17 10:05:18.389000,NASDAQ
1de30623-49fc-4af7-8895-aa117d3f7c25,94a20acb-f909-4506-812a-d9444cd1e91d,QQQ,1,500,379.23,2026-02-17 10:05:26.200000,CBOE
d72f50a0-e446-4384-8250-06f8fbfc0505,08ce709e-ef51-4ff8-bfd4-c2f5de81a37a,AMZN,1,2500,174.32,2026-02-17 10:05:40.450000,NASDAQ
dee586dc-b012-4f9f-87d1-f1fae8f09540,46f6d76a-8138-4f6a-9af9-9faee84aace9,AMZN,1,100,174.26,2026-02-17 10:05:53.412000,NASDAQ
9e405b3c-5e81-42e0-84a6-061d95f9a29b,aa3fcbd4-c66d-4ebf-9b17-2d9df62c3695,SPY,2,500,450.16,2026-02-17 10:06:13.363000,ARCA
a64499e1-082b-4c47-a9a9-26f3842793d7,67a3b489-0436-48b1-93a9-a7ec5f431a8f,MSFT,1,500,374.77,2026-02-17 10:06:17.160000,ARCA
cdedc41b-d3bc-4768-8e52-243203889e74,213b025c-946a-4890-acec-acc4535125d3,AMZN,1,1000,174.77,2026-02-17 10:06:59.389000,NYSE
95f9ff93-80e8-4fef-be80-1aae20836bfe,7b6f385c-3dc9-49bb-b75d-6601727bafe8,AMZN,2,100,174.44,2026-02-17 10:07:00.487000,NYSE
1c163b47-1109-49e2-a991-bb2105b2bdf0,53d1858d-890f-469f-9212-63ecbea4e7fc,AAPL,1,1000,175.21,2026-02-17 10:07:09.450000,NASDAQ
7fd134d1-6a81-4f1c-9886-3ed3fb46da2c,013600f5-3805-48e5-9445-5458d4e7fc72,QQQ,1,100,379.61,2026-02-17 10:07:33.051000,NASDAQ
88440c66-6315-49a0-897f-78823c1931e4,96c06e3d-23e3-4dd2-a37e-c7458f581d31,GOOGL,2,2500,140.52,2026-02-17 10:07:33.371000,CBOE
8b9bb135-1692-4c77-8ee7-f499576fe2a1,2939d09c-6588-4bba-92e0-d5fa85134423,META,1,2500,500.56,2026-02-17 10:08:10.287000,ARCA
d89cf9bf-b28b-4cda-8637-e5e26f4e1080,65b91655-186c-4d39-b4aa-62067659cd4a,TSLA,1,100,249.73,2026-02-17 10:08:13.104000,CBOE
e1441cc2-7d22-4679-943c-d76ec305c112,72d6d2dc-5f28-4282-b47a-82c20bb7eb9a,TSLA,2,2500,250.25,2026-02-17 10:08:13.364000,NASDAQ
70b74b56-02fb-4902-8a08-5800388ea3cf,086bf3a7-6410-4a43-84ba-3fa43dfd4395,AMZN,1,100,174.52,2026-02-17 10:08:23.430000,ARCA
dcb36efc-d758-4daa-bc27-d59bc6f125a1,80b8b02c-0d4e-44c3-83bf-39e13a1befba,GOOGL,2,200,139.69,2026-02-17 10:08:29.180000,NYSE
0fc44d36-c147-4080-b209-a4b80ad0da6e,83661cee-3e87-4f3c-8fda-caee306aae05,SPY,1,2500,448.0,2026-02-17 10:08:46.193000,NASDAQ
b66f96ed-4920-44c8-a587-806044624d3e,12c84c6b-78ad-4922-a3f1-2a4072f5d584,TSLA,2,100,250.87,2026-02-17 10:08:46.260000,CBOE
00fe35e7-cde6-472f-9311-1e0866efb524,4a503c15-0827-4a2b-9009-a7b67c61f863,META,1,100,497.71,2026-02-17 10:09:11.023000,CBOE
bdc6b1f2-c75d-40c1-96ef-f50a25241529,67b79b77-0233-4af0-9327-91774b485f81,AAPL,2,200,175.7,2026-02-17 10:10:32.091000,CBOE
02281f89-1c56-4f10-b6d4-481f3a06d236,d424a033-8b9e-44a5-b275-4d97a77847cc,MSFT,1,2500,375.96,2026-02-17 10:11:07.378000,CBOE
bdfee397-d1ef-42a5-8bc0-3bbbe51e6235,b41c0322-5582-44f7-98fb-2748aa946dd4,QQQ,2,200,379.18,2026-02-17 10:12:04.352000,NASDAQ
f8bf1327-8b82-4b92-b266-331c459e9e33,d2263548-2fdf-49b8-979a-f3b8574b75e7,QQQ,2,200,379.56,2026-02-17 10:12:30.202000,CBOE
fbbb435f-e820-4ecf-8598-5ddf61fe3d4a,6fd5e5aa-d42d-4218-b6f8-74af737b60ca,GOOGL,1,100,140.56,2026-02-17 10:13:00.030000,NASDAQ
34ae6cd5-7791-41c5-926e-ef2ef9b2205d,ebaa3e33-296f-40a1-a59f-01511ad4325b,AAPL,2,500,175.61,2026-02-17 10:13:29.407000,NASDAQ
aecf63e3-0092-4e3c-9716-734930ee3852,f7647591-ae00-480c-939f-683f271b997f,MSFT,2,1000,373.29,2026-02-17 10:14:04.132000,NASDAQ
37aec8b9-a59f-40ca-b7db-fff74f59d202,a71f395b-2115-404c-8430-5830c53dbf14,AAPL,1,100,174.68,2026-02-17 10:14:13.076000,ARCA
e07d3743-d54e-4b2b-8209-9a45c23dbb32,888d0fad-0e71-4f04-9705-dd266e995c34,AAPL,1,200,174.63,2026-02-17 10:14:38.248000,NASDAQ
1bebb3de-55e0-48a7-9686-1550941cd090,25a5a0cd-bf24-4c45-8521-de5cd1e132ce,SPY,1,2500,451.17,2026-02-17 10:14:42.039000,NASDAQ
6e32db20-f7a4-4fa4-8fb1-8d114bca6900,1b902b1e-d212-4a4d-a87f-b230c8284a59,TSLA,2,200,249.21,2026-02-17 10:14:48.089000,CBOE
f38c3ece-cc0c-437b-9994-022c28fc9ef4,190e9393-69e4-493c-b8e8-7938d5241a2f,META,2,200,502.17,2026-02-17 10:14:57.320000,CBOE
1f036782-beb1-485a-9a77-a01652636e47,1987d39a-4b86-48d5-85f4-a9efd7d3fbbd,MSFT,1,500,373.72,2026-02-17 10:15:13.383000,NYSE
fdb75596-63d7-42ed-be18-760d59e6eb3a,3e07c16a-b76d-484a-a51f-7d252bd742ad,AAPL,2,2500,175.54,2026-02-17 10:15:20.112000,CBOE
fb256a02-ab42-49c2-a8a1-29070b911825,1d2ea883-0ddc-4141-8d14-16575e6b5dba,TSLA,2,1000,249.98,2026-02-17 10:15:33.071000,CBOE
5c2ad084-a70d-43b2-b45d-80e62a126cf1,922de4d0-060d-435a-a8f7-d933270e06c7,TSLA,2,1000,249.1,2026-02-17 10:16:15.198000,CBOE
6e258df3-7d6e-4d2b-9ac9-89258e421105,e59529fa-5e75-49d1-be78-b0c30f0cc878,GOOGL,1,200,140.06,2026-02-17 10:16:24.078000,NYSE
272bacd3-119f-403e-8a3c-b1d60f1e970f,994b8bad-53e8-4662-8ea3-4d415879b32d,TSLA,1,200,250.04,2026-02-17 10:17:49.395000,CBOE
73309b9c-69d6-4d34-8b58-0e041e034d2b,98a2c88e-c88d-4cac-b788-b6d4ebb6d5fc,META,1,200,498.68,2026-02-17 10:18:01.055000,ARCA
928b3f8d-cc63-431a-afd6-c54e5eb1dd00,58c14832-a937-4d28-822f-2161e98c2d84,AMZN,1,1000,175.47,2026-02-17 10:18:04.309000,ARCA
716016b6-6084-40e7-a792-dde781e66795,d24b6c69-4c76-4aed-a1cc-5a0cbc18a3e1,QQQ,2,200,381.02,2026-02-17 10:18:06.236000,ARCA
33260663-6a08-4b28-94d7-ab962bde0281,e2e32841-7a22-4892-9ee6-c73fc86e9b68,SPY,1,200,448.5,2026-02-17 10:18:55.201000,CBOE
8f59318e-0966-41c6-8f11-416ceb379a2c,b1316614-a500-41db-bcc1-7eb62ab86c53,AMZN,2,1000,175.51,2026-02-17 10:19:05.075000,ARCA
348cf23d-050c-45e7-857c-d6b9fa359299,5778f26c-ed91-41b8-a9b6-18d2c3a800d1,AAPL,1,2500,175.12,2026-02-17 10:19:07.126000,ARCA
29cab009-f8b8-4372-ad2e-d07fa01bcb66,5fd881e7-6b3c-4ecc-ad26-d6903221955c,MSFT,1,1000,374.7,2026-02-17 10:19:12.047000,ARCA
20fe720f-161a-402d-89e7-b1b237cd85fe,bb028f76-a393-4570-9025-9624d5f38183,QQQ,1,500,379.11,2026-02-17 10:19:13.148000,NASDAQ
9a445b39-3d2e-4d1b-a0a3-a373459735f2,00827172-c736-4db3-bba9-6f06f8c35971,GOOGL,1,100,139.73,2026-02-17 10:19:19.094000,NYSE
82bba46c-385f-4916-ada1-ce0b16faf6f5,3fb20ccd-1431-4fe0-abe2-500c5869b194,AMZN,1,200,174.29,2026-02-17 10:19:37.470000,ARCA
baa6f3d6-19e3-49c4-a22d-b841910e38de,2a4697d9-7c61-448a-a5ad-c2c83fbc8b60,AMZN,2,500,175.4,2026-02-17 10:19:59.346000,ARCA
de96da31-8703-424c-a857-8eb4bc9e937c,00ec1003-c7a2-4842-ae85-d66f1cd34cfa,META,1,2500,501.65,2026-02-17 10:20:04.228000,CBOE
951da9fb-8d81-4210-8603-6e1ac94687a1,e0ed280c-1de4-49f7-88b1-3d65bd1c6953,SPY,2,2500,449.31,2026-02-17 10:20:06.184000,NASDAQ
94c6342c-850d-4221-9b70-d51f2ca10131,20878f83-d2ab-467e-baf5-506d65104030,QQQ,2,200,378.81,2026-02-17 10:20:15.040000,NASDAQ
d488a583-a29e-4df8-9128-d1c813b83656,04ba3ae1-64d4-43ad-aa20-076ff6bd6cca,AAPL,1,1000,175.4,2026-02-17 10:20:44.243000,NASDAQ
352a3aba-cd20-477b-8f6a-13850cd44d8c,45f24ba1-3a2b-4414-887a-e43db278fa67,GOOGL,1,500,140.33,2026-02-17 10:21:36.485000,NYSE
1dcd0fd7-4b92-412d-abb9-c9b2a09bdc28,9287cc63-022e-4b5d-8b87-da1706f42671,TSLA,2,500,251.19,2026-02-17 10:21:50.367000,CBOE
ad1e92f6-6819-462a-9e41-b625215714af,e7e93675-e9b6-4755-94b7-79a3305c1f9e,SPY,2,100,450.74,2026-02-17 10:22:03.261000,CBOE
dbcc5f73-6d31-438d-b04a-5fe0e0414812,78878472-0f84-491d-be89-0f227b83d8c4,META,1,2500,499.01,2026-02-17 10:22:08.475000,NASDAQ
5b98f3c3-f519-41ef-aced-31b3ddc5ae5d,b438fac3-c47c-4301-92b3-f2354ba3cea3,AMZN,1,500,175.12,2026-02-17 10:22:20.128000,NASDAQ
73eace12-5f55-4234-912b-11d4e3d40698,8b4e95d0-97cf-46df-9aa6-4d2f4464fe7c,AMZN,1,2500,174.33,2026-02-17 10:22:49.204000,ARCA
d5fedd8e-18eb-43bb-8af1-93a3f94b93c3,de5407d3-af01-46e9-8175-72db9e20fba8,META,1,1000,501.8,2026-02-17 10:23:02.403000,CBOE
04631282-a6af-405a-b557-785a349ebac5,6e460585-2165-41ef-8266-e713dfd8a09f,META,2,1000,500.96,2026-02-17 10:23:17.066000,ARCA
e1e4db06-bbb9-45f1-a5c5-5f3e111c7559,3d6ef604-9435-40d0-834c-43d80412a87a,SPY,1,1000,449.5,2026-02-17 10:23:30.098000,NASDAQ
31d0bc02-5db2-4ea0-b39f-84e38f138257,5469dd4a-ceb0-4d7f-8684-040a2667c3b0,AAPL,2,200,174.27,2026-02-17 10:23:31.061000,CBOE
b16638a2-39af-4477-a458-e420eb0cfe19,b93595fd-0ef6-44a5-92ce-68b007733fc7,TSLA,1,2500,251.05,2026-02-17 10:24:01.056000,CBOE
7b202d10-370e-40e7-9ffc-a6bbdcfc5e6a,f4bea789-6db2-467b-b538-71d15dc161e1,GOOGL,2,200,139.31,2026-02-17 10:24:51.328000,NYSE
bc9295cf-4209-47b4-8340-d48d0d529f78,5e98f54f-c589-4c48-88af-0f8929f78e0a,META,2,200,501.91,2026-02-17 10:25:04.169000,ARCA
41e1ae93-d30e-420e-8c67-95d7465b725a,c504a23d-0354-43b0-a3e2-0dde576412f4,MSFT,2,200,373.74,2026-02-17 10:25:40.471000,NASDAQ
96fc51ec-a546-4b08-abb0-cb93b4f6864f,644ef825-90a3-4850-b58b-c94b4998c2a8,AAPL,1,200,175.68,2026-02-17 10:26:17.070000,ARCA
5687f0dd-d432-4093-9618-59977ba36889,564aeb0d-4f30-4f20-80d6-8303672d3af9,TSLA,2,1000,250.61,2026-02-17 10:26:59.351000,NASDAQ
20660794-233a-41bd-a2be-b6e5060d61a5,8fb4d45b-2394-4030-891b-531fd8c8a9f1,QQQ,1,200,379.09,2026-02-17 10:27:41.066000,NYSE
